Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2008.0,4,545,0.25,0.19,0.0,0.06,0.5
2015.0,10,494,0.27,0.19,0.0,0.04,0.5
2014.0,0,549,0.2,0.26,0.0,0.04,0.5
2010.0,9,6,0.34,0.12,0.0,0.04,0.5
2007.0,3,138,0.43,0.03,0.0,0.04,0.5
2012.0,3,465,0.22,0.07,0.18,0.02,0.5
2011.0,2,362,0.27,0.11,0.07,0.05,0.5
2006.0,10,138,0.46,0.0,0.0,0.04,0.5
2000.0,0,488,0.4,0.09,0.0,0.01,0.5
2007.0,9,275,0.46,0.01,0.0,0.04,0.5
2002.0,9,21,0.24,0.19,0.0,0.06,0.5
2001.0,7,359,0.13,0.05,0.31,0.01,0.5
2011.0,3,359,0.27,0.04,0.17,0.02,0.5
2004.0,11,63,0.0,0.0,0.5,0.0,0.5
2010.0,1,126,0.27,0.18,0.0,0.05,0.5
2007.0,10,138,0.45,0.01,0.0,0.04,0.5
2004.0,0,21,0.41,0.02,0.03,0.04,0.5
1995.0,10,255,0.28,0.19,0.0,0.03,0.5
2004.0,2,500,0.3,0.1,0.08,0.02,0.5
1997.0,7,13,0.11,0.07,0.29,0.03,0.5
2013.0,10,138,0.11,0.25,0.01,0.13,0.5
2002.0,8,288,0.24,0.19,0.0,0.06,0.5
2009.0,0,138,0.2,0.22,0.0,0.08,0.5
2004.0,0,488,0.24,0.19,0.0,0.06,0.5
2013.0,0,275,0.29,0.16,0.0,0.04,0.5
2010.0,10,138,0.41,0.02,0.0,0.07,0.5
2012.0,10,494,0.47,0.0,0.0,0.03,0.5
2014.0,8,446,0.22,0.24,0.0,0.04,0.5
2008.0,3,525,0.46,0.0,0.0,0.04,0.5
2004.0,7,85,0.11,0.08,0.28,0.03,0.5
2011.0,6,126,0.28,0.17,0.0,0.05,0.5
2009.0,6,21,0.29,0.16,0.0,0.05,0.5
2004.0,10,21,0.38,0.1,0.0,0.01,0.5
2003.0,6,488,0.24,0.19,0.0,0.06,0.5
1996.0,10,347,0.0,0.0,0.5,0.0,0.5
2008.0,0,347,0.09,0.07,0.32,0.03,0.5
2005.0,0,21,0.24,0.19,0.0,0.06,0.5
2001.0,4,525,0.36,0.13,0.0,0.01,0.5
2008.0,11,347,0.0,0.0,0.5,0.0,0.5
1996.0,7,456,0.0,0.0,0.46,0.03,0.5
2007.0,0,137,0.41,0.02,0.0,0.07,0.5
2005.0,0,21,0.41,0.01,0.0,0.07,0.5
2012.0,0,126,0.21,0.2,0.0,0.08,0.5
2002.0,8,241,0.24,0.19,0.0,0.06,0.5
2014.0,0,66,0.25,0.2,0.01,0.04,0.5
1982.0,10,53,0.46,0.03,0.0,0.01,0.5
2007.0,4,488,0.24,0.19,0.0,0.06,0.5
1981.0,0,53,0.46,0.03,0.0,0.01,0.5
1982.0,0,36,0.46,0.03,0.0,0.01,0.5
2011.0,6,347,0.19,0.15,0.12,0.03,0.5
2007.0,6,488,0.46,0.0,0.0,0.04,0.49
2011.0,0,347,0.3,0.12,0.03,0.04,0.49
2011.0,0,85,0.16,0.17,0.13,0.03,0.49
2011.0,0,446,0.26,0.15,0.05,0.04,0.49
2006.0,10,21,0.44,0.02,0.0,0.04,0.49
2004.0,10,21,0.35,0.13,0.0,0.01,0.49
2011.0,6,456,0.21,0.2,0.0,0.08,0.49
1980.0,10,21,0.46,0.03,0.0,0.01,0.49
2015.0,0,465,0.0,0.0,0.49,0.0,0.49
2014.0,0,549,0.09,0.29,0.0,0.11,0.49
2005.0,0,53,0.41,0.01,0.0,0.07,0.49
2010.0,8,465,0.2,0.23,0.01,0.05,0.49
2012.0,0,549,0.31,0.13,0.02,0.04,0.49
2002.0,2,488,0.38,0.1,0.0,0.01,0.49
2013.0,4,446,0.24,0.15,0.07,0.03,0.49
2003.0,0,488,0.35,0.13,0.0,0.01,0.49
2004.0,8,138,0.34,0.13,0.0,0.02,0.49
2008.0,1,443,0.45,0.0,0.0,0.03,0.49
2006.0,4,488,0.45,0.0,0.0,0.04,0.49
2003.0,9,138,0.35,0.13,0.0,0.01,0.49
2005.0,7,465,0.12,0.1,0.24,0.03,0.49
2008.0,10,138,0.12,0.31,0.0,0.06,0.49
2006.0,8,347,0.0,0.0,0.49,0.0,0.49
1993.0,5,359,0.0,0.0,0.49,0.0,0.49
2006.0,0,545,0.37,0.11,0.0,0.02,0.49
2009.0,8,21,0.24,0.2,0.0,0.05,0.49
2014.0,3,359,0.18,0.12,0.16,0.03,0.49
1997.0,10,138,0.16,0.3,0.0,0.03,0.49
2008.0,2,53,0.24,0.18,0.03,0.05,0.49
2010.0,0,21,0.42,0.02,0.02,0.03,0.49
2010.0,8,138,0.2,0.23,0.0,0.07,0.49
2012.0,8,66,0.28,0.17,0.0,0.04,0.49
1997.0,10,446,0.0,0.0,0.49,0.0,0.49
2013.0,0,6,0.07,0.26,0.09,0.07,0.49
2004.0,10,53,0.24,0.19,0.0,0.06,0.49
2009.0,6,456,0.0,0.15,0.0,0.33,0.49
2003.0,10,529,0.24,0.19,0.0,0.06,0.49
2012.0,0,126,0.36,0.04,0.04,0.04,0.49
2013.0,0,549,0.28,0.17,0.0,0.04,0.49
2003.0,3,347,0.0,0.0,0.49,0.0,0.49
2008.0,1,53,0.14,0.3,0.0,0.05,0.49
2001.0,2,53,0.0,0.0,0.46,0.03,0.49
2009.0,8,21,0.25,0.01,0.0,0.22,0.49
2008.0,10,446,0.0,0.47,0.0,0.02,0.49
2008.0,8,88,0.0,0.45,0.0,0.03,0.49
2001.0,6,17,0.36,0.09,0.02,0.01,0.49
2003.0,6,325,0.24,0.19,0.0,0.06,0.49
2014.0,6,91,0.07,0.31,0.02,0.08,0.49
2002.0,0,347,0.36,0.11,0.0,0.02,0.49
2009.0,10,555,0.45,0.0,0.0,0.03,0.49
1999.0,0,164,0.27,0.18,0.0,0.03,0.49
2008.0,1,525,0.08,0.35,0.0,0.06,0.49
2011.0,6,525,0.27,0.16,0.02,0.04,0.49
2001.0,3,224,0.0,0.0,0.49,0.0,0.49
2011.0,0,359,0.31,0.1,0.05,0.03,0.49
2005.0,7,347,0.07,0.05,0.35,0.02,0.49
1995.0,9,488,0.0,0.0,0.49,0.0,0.49
2007.0,0,545,0.42,0.02,0.0,0.04,0.49
2008.0,0,525,0.01,0.45,0.0,0.03,0.49
2015.0,8,138,0.12,0.23,0.07,0.07,0.49
2007.0,0,138,0.38,0.06,0.0,0.04,0.49
2008.0,3,525,0.44,0.01,0.0,0.04,0.49
2009.0,8,549,0.19,0.21,0.01,0.08,0.49
2012.0,6,446,0.12,0.25,0.0,0.11,0.48
2007.0,3,323,0.43,0.02,0.0,0.04,0.48
2009.0,8,138,0.33,0.11,0.01,0.04,0.48
2007.0,5,525,0.0,0.48,0.0,0.0,0.48
2007.0,0,21,0.4,0.02,0.0,0.07,0.48
2012.0,0,275,0.16,0.18,0.05,0.09,0.48
2006.0,7,359,0.16,0.01,0.29,0.02,0.48
2005.0,0,21,0.35,0.13,0.0,0.01,0.48
2009.0,10,347,0.15,0.27,0.0,0.06,0.48
2007.0,9,138,0.42,0.03,0.0,0.04,0.48
2014.0,10,359,0.15,0.14,0.17,0.03,0.48
2004.0,6,566,0.35,0.13,0.0,0.01,0.48
1999.0,7,275,0.0,0.0,0.45,0.03,0.48
2004.0,10,138,0.36,0.11,0.0,0.02,0.48
2009.0,0,275,0.23,0.19,0.01,0.05,0.48
1983.0,8,53,0.45,0.03,0.0,0.01,0.48
1991.0,1,275,0.0,0.0,0.48,0.0,0.48
2008.0,3,323,0.27,0.17,0.0,0.05,0.48
2008.0,8,109,0.22,0.2,0.01,0.05,0.48
2010.0,8,21,0.2,0.24,0.0,0.05,0.48
2003.0,3,53,0.24,0.18,0.0,0.06,0.48
2006.0,0,488,0.4,0.02,0.0,0.07,0.48
1999.0,2,17,0.27,0.18,0.0,0.03,0.48
2008.0,3,482,0.42,0.03,0.0,0.04,0.48
2006.0,10,138,0.44,0.0,0.0,0.04,0.48
1998.0,2,21,0.27,0.18,0.0,0.03,0.48
2014.0,0,22,0.08,0.36,0.0,0.04,0.48
2009.0,3,292,0.24,0.15,0.0,0.1,0.48
2010.0,1,85,0.25,0.07,0.13,0.03,0.48
2008.0,4,545,0.22,0.21,0.0,0.05,0.48
2010.0,10,138,0.09,0.24,0.03,0.12,0.48
2003.0,9,288,0.24,0.18,0.0,0.06,0.48
2008.0,0,494,0.44,0.01,0.0,0.03,0.48
1998.0,10,17,0.44,0.04,0.0,0.0,0.48
1999.0,9,383,0.25,0.06,0.11,0.06,0.48
2008.0,10,138,0.4,0.02,0.0,0.07,0.48
2007.0,9,488,0.24,0.18,0.0,0.06,0.48
2012.0,0,138,0.18,0.26,0.0,0.04,0.48
2005.0,9,430,0.41,0.07,0.0,0.0,0.48
1999.0,6,21,0.27,0.18,0.0,0.03,0.48
2011.0,7,530,0.26,0.11,0.06,0.05,0.48
2014.0,9,446,0.0,0.43,0.0,0.05,0.48
2000.0,11,138,0.23,0.18,0.0,0.06,0.48
2010.0,6,138,0.18,0.24,0.0,0.05,0.48
2015.0,0,21,0.25,0.18,0.0,0.04,0.48
2008.0,9,323,0.16,0.25,0.01,0.05,0.48
2011.0,0,494,0.45,0.0,0.0,0.03,0.48
2010.0,0,359,0.38,0.01,0.07,0.02,0.48
1999.0,10,10,0.27,0.18,0.0,0.03,0.48
2007.0,4,21,0.42,0.02,0.0,0.04,0.48
2001.0,6,422,0.34,0.13,0.0,0.01,0.48
2007.0,0,500,0.14,0.01,0.31,0.02,0.48
2008.0,0,137,0.14,0.28,0.0,0.06,0.48
2009.0,7,465,0.12,0.06,0.27,0.02,0.48
2014.0,7,323,0.25,0.19,0.01,0.04,0.48
2005.0,10,138,0.35,0.11,0.0,0.02,0.48
2006.0,10,138,0.19,0.27,0.01,0.0,0.48
2009.0,0,488,0.19,0.05,0.0,0.24,0.48
1981.0,6,21,0.45,0.03,0.0,0.0,0.48
2008.0,6,558,0.06,0.4,0.0,0.01,0.48
2008.0,9,138,0.37,0.03,0.04,0.04,0.48
2002.0,6,232,0.23,0.18,0.0,0.06,0.48
2009.0,6,488,0.35,0.09,0.0,0.04,0.48
2008.0,6,525,0.15,0.27,0.0,0.06,0.48
2007.0,4,138,0.0,0.48,0.0,0.0,0.48
2000.0,5,456,0.14,0.11,0.19,0.04,0.47
1989.0,0,21,0.45,0.02,0.0,0.01,0.47
1996.0,8,17,0.24,0.16,0.04,0.03,0.47
1998.0,10,138,0.45,0.02,0.0,0.0,0.47
2015.0,7,359,0.16,0.11,0.18,0.03,0.47
2007.0,2,527,0.44,0.03,0.0,0.0,0.47
2008.0,8,109,0.23,0.16,0.01,0.07,0.47
2008.0,8,325,0.25,0.17,0.01,0.05,0.47
2002.0,2,21,0.23,0.18,0.0,0.06,0.47
2012.0,2,85,0.31,0.1,0.03,0.03,0.47
2006.0,0,138,0.39,0.02,0.0,0.06,0.47
2009.0,6,138,0.19,0.23,0.0,0.05,0.47
2006.0,0,525,0.43,0.01,0.0,0.04,0.47
2010.0,7,138,0.33,0.1,0.0,0.04,0.47
1995.0,5,97,0.0,0.0,0.47,0.0,0.47
2000.0,0,325,0.26,0.18,0.0,0.03,0.47
2005.0,4,275,0.37,0.04,0.03,0.04,0.47
2014.0,2,347,0.15,0.16,0.09,0.08,0.47
2013.0,0,21,0.23,0.17,0.0,0.08,0.47
1995.0,0,413,0.26,0.18,0.0,0.03,0.47
2001.0,0,456,0.23,0.18,0.0,0.06,0.47
2012.0,0,275,0.21,0.16,0.04,0.06,0.47
2014.0,10,138,0.14,0.28,0.0,0.04,0.47
2010.0,2,488,0.3,0.13,0.0,0.04,0.47
2011.0,7,465,0.0,0.0,0.47,0.0,0.47
2000.0,2,142,0.05,0.04,0.38,0.01,0.47
2008.0,9,525,0.42,0.01,0.0,0.04,0.47
2014.0,0,549,0.23,0.21,0.0,0.04,0.47
2002.0,4,359,0.0,0.0,0.46,0.01,0.47
2006.0,7,465,0.04,0.03,0.39,0.01,0.47
2002.0,6,488,0.23,0.18,0.0,0.06,0.47
2007.0,7,323,0.41,0.02,0.0,0.04,0.47
2012.0,0,138,0.0,0.3,0.05,0.12,0.47
2011.0,10,446,0.05,0.3,0.01,0.12,0.47
2009.0,11,488,0.0,0.45,0.0,0.02,0.47
2007.0,6,446,0.1,0.22,0.02,0.12,0.47
2010.0,0,281,0.0,0.0,0.47,0.0,0.47
2007.0,4,21,0.41,0.02,0.0,0.04,0.47
2015.0,0,126,0.14,0.25,0.0,0.08,0.47
2005.0,6,325,0.23,0.18,0.0,0.06,0.47
1998.0,4,359,0.27,0.06,0.08,0.05,0.47
1997.0,6,509,0.28,0.17,0.0,0.01,0.47
1998.0,7,275,0.38,0.08,0.0,0.01,0.47
1999.0,3,223,0.0,0.0,0.44,0.03,0.47
1997.0,8,325,0.38,0.08,0.0,0.01,0.47
2009.0,5,138,0.34,0.09,0.0,0.04,0.47
2010.0,9,138,0.0,0.29,0.0,0.18,0.47
2005.0,2,500,0.3,0.03,0.1,0.03,0.47
1987.0,0,21,0.44,0.02,0.0,0.0,0.47
2011.0,0,446,0.28,0.13,0.01,0.04,0.47
2009.0,4,126,0.29,0.13,0.0,0.04,0.47
2006.0,10,325,0.23,0.18,0.0,0.06,0.47
2006.0,6,138,0.35,0.1,0.0,0.02,0.47
2007.0,10,138,0.43,0.0,0.0,0.04,0.47
2015.0,10,138,0.37,0.05,0.0,0.05,0.47
2011.0,10,138,0.04,0.33,0.0,0.1,0.47
1999.0,3,91,0.26,0.18,0.0,0.03,0.47
2007.0,0,21,0.43,0.0,0.0,0.04,0.47
2013.0,10,494,0.44,0.0,0.0,0.03,0.47
1995.0,3,224,0.0,0.0,0.47,0.0,0.47
2005.0,10,275,0.0,0.0,0.47,0.0,0.47
2011.0,9,138,0.0,0.38,0.0,0.09,0.47
2009.0,6,488,0.27,0.03,0.0,0.17,0.47
2003.0,6,91,0.23,0.18,0.0,0.06,0.47
2014.0,10,138,0.35,0.07,0.0,0.04,0.47
2006.0,1,126,0.33,0.12,0.0,0.01,0.47
2005.0,3,21,0.39,0.01,0.0,0.06,0.47
2012.0,7,281,0.0,0.01,0.46,0.0,0.47
1996.0,10,138,0.26,0.18,0.0,0.03,0.47
2010.0,3,367,0.0,0.41,0.0,0.06,0.47
2005.0,0,525,0.33,0.12,0.0,0.01,0.47
2011.0,6,488,0.24,0.15,0.0,0.07,0.47
2008.0,0,85,0.22,0.0,0.22,0.02,0.47
2007.0,5,232,0.43,0.01,0.0,0.03,0.47
2004.0,2,53,0.23,0.18,0.0,0.06,0.47
2005.0,3,359,0.36,0.09,0.0,0.01,0.47
2004.0,0,275,0.3,0.08,0.07,0.01,0.47
2007.0,10,525,0.46,0.01,0.0,0.0,0.47
2002.0,10,21,0.23,0.18,0.0,0.06,0.46
2007.0,1,275,0.23,0.18,0.0,0.06,0.46
2008.0,4,545,0.26,0.15,0.0,0.05,0.46
2001.0,8,488,0.33,0.12,0.0,0.01,0.46
2007.0,6,488,0.35,0.06,0.0,0.05,0.46
2004.0,5,359,0.25,0.09,0.12,0.01,0.46
2005.0,8,488,0.34,0.11,0.0,0.02,0.46
2002.0,3,241,0.33,0.12,0.0,0.01,0.46
2007.0,0,53,0.43,0.03,0.0,0.0,0.46
2011.0,3,184,0.44,0.0,0.0,0.03,0.46
1999.0,10,525,0.26,0.17,0.0,0.03,0.46
2007.0,0,545,0.4,0.03,0.0,0.04,0.46
2011.0,8,549,0.21,0.17,0.01,0.07,0.46
2005.0,4,126,0.33,0.12,0.0,0.01,0.46
2002.0,0,546,0.2,0.15,0.06,0.05,0.46
2007.0,8,456,0.25,0.12,0.0,0.09,0.46
1992.0,10,347,0.0,0.0,0.46,0.0,0.46
2001.0,11,488,0.13,0.1,0.2,0.03,0.46
1993.0,4,347,0.0,0.0,0.46,0.0,0.46
2002.0,4,21,0.33,0.12,0.0,0.01,0.46
2014.0,8,66,0.12,0.29,0.0,0.05,0.46
2011.0,8,488,0.13,0.25,0.0,0.09,0.46
2004.0,4,488,0.33,0.12,0.0,0.01,0.46
2012.0,0,359,0.2,0.03,0.21,0.02,0.46
2008.0,11,494,0.38,0.03,0.02,0.04,0.46
2006.0,6,456,0.37,0.04,0.0,0.05,0.46
2008.0,4,494,0.27,0.16,0.0,0.04,0.46
2007.0,3,456,0.23,0.18,0.0,0.06,0.46
2005.0,8,525,0.38,0.01,0.0,0.06,0.46
2010.0,10,275,0.36,0.06,0.0,0.04,0.46
2011.0,0,21,0.34,0.09,0.0,0.04,0.46
2005.0,2,53,0.38,0.01,0.0,0.06,0.46
2001.0,4,488,0.33,0.12,0.0,0.01,0.46
2008.0,4,545,0.19,0.19,0.0,0.08,0.46
1999.0,6,325,0.26,0.17,0.0,0.03,0.46
2006.0,8,525,0.23,0.14,0.0,0.09,0.46
2008.0,1,488,0.42,0.0,0.0,0.03,0.46
2016.0,0,359,0.04,0.16,0.24,0.01,0.46
1996.0,10,456,0.26,0.17,0.0,0.03,0.46
2013.0,0,21,0.26,0.16,0.0,0.04,0.46
2005.0,8,525,0.38,0.01,0.0,0.06,0.46
2011.0,10,446,0.09,0.25,0.03,0.09,0.46
2014.0,10,138,0.3,0.12,0.0,0.04,0.46
1983.0,0,53,0.43,0.03,0.0,0.0,0.46
2002.0,0,456,0.22,0.18,0.0,0.06,0.46
2003.0,3,456,0.22,0.18,0.0,0.06,0.46
2001.0,0,488,0.33,0.12,0.0,0.01,0.46
2003.0,6,545,0.33,0.12,0.0,0.01,0.46
2009.0,0,288,0.19,0.19,0.0,0.07,0.46
2015.0,9,273,0.11,0.28,0.0,0.07,0.46
2006.0,2,446,0.3,0.01,0.12,0.03,0.46
2011.0,10,138,0.43,0.0,0.0,0.03,0.46
2009.0,3,549,0.33,0.09,0.0,0.04,0.46
2015.0,0,549,0.26,0.16,0.0,0.04,0.46
2011.0,3,488,0.37,0.05,0.0,0.03,0.46
2009.0,4,456,0.22,0.17,0.0,0.06,0.46
2002.0,3,224,0.0,0.0,0.46,0.0,0.46
2008.0,11,138,0.18,0.23,0.0,0.05,0.46
2006.0,0,137,0.09,0.24,0.0,0.12,0.46
2015.0,0,21,0.24,0.18,0.0,0.04,0.46
2007.0,0,446,0.3,0.12,0.0,0.04,0.46
2000.0,6,21,0.25,0.17,0.0,0.03,0.46
2010.0,0,549,0.29,0.13,0.0,0.04,0.46
2015.0,7,347,0.08,0.1,0.23,0.05,0.46
1999.0,2,542,0.25,0.17,0.0,0.03,0.46
2005.0,8,368,0.22,0.17,0.0,0.06,0.46
2007.0,6,138,0.02,0.38,0.01,0.06,0.46
2006.0,10,138,0.42,0.0,0.0,0.04,0.46
2009.0,6,525,0.24,0.17,0.0,0.05,0.46
1994.0,8,491,0.0,0.0,0.46,0.0,0.46
2002.0,7,53,0.14,0.11,0.17,0.04,0.46
2013.0,4,525,0.19,0.23,0.0,0.04,0.46
2003.0,7,359,0.0,0.0,0.45,0.01,0.46
2010.0,7,500,0.22,0.11,0.07,0.05,0.46
2009.0,1,21,0.42,0.0,0.0,0.03,0.46
2015.0,5,359,0.05,0.05,0.34,0.01,0.46
2010.0,0,138,0.21,0.2,0.0,0.04,0.46
2003.0,10,323,0.36,0.08,0.0,0.02,0.46
2010.0,3,126,0.43,0.0,0.0,0.03,0.46
1995.0,9,456,0.25,0.17,0.0,0.03,0.46
2007.0,0,126,0.39,0.02,0.01,0.04,0.46
2011.0,8,488,0.2,0.16,0.03,0.07,0.46
2011.0,3,456,0.0,0.35,0.0,0.1,0.46
2015.0,3,362,0.13,0.1,0.15,0.07,0.46
2009.0,7,347,0.0,0.0,0.45,0.0,0.45
2014.0,0,465,0.26,0.15,0.0,0.04,0.45
2009.0,0,526,0.03,0.03,0.38,0.02,0.45
2005.0,4,488,0.33,0.12,0.0,0.01,0.45
2013.0,7,347,0.15,0.13,0.09,0.08,0.45
1999.0,8,53,0.25,0.17,0.0,0.03,0.45
2014.0,0,549,0.21,0.21,0.0,0.04,0.45
2007.0,1,21,0.42,0.0,0.0,0.03,0.45
1996.0,10,275,0.0,0.0,0.45,0.0,0.45
2014.0,1,502,0.12,0.25,0.01,0.08,0.45
2005.0,10,275,0.0,0.0,0.45,0.0,0.45
2003.0,0,53,0.34,0.09,0.02,0.01,0.45
2008.0,4,545,0.36,0.06,0.0,0.03,0.45
2004.0,6,138,0.34,0.1,0.0,0.02,0.45
1995.0,10,148,0.0,0.0,0.45,0.0,0.45
2007.0,5,296,0.42,0.0,0.0,0.03,0.45
2002.0,7,241,0.23,0.06,0.16,0.01,0.45
2012.0,3,21,0.03,0.37,0.0,0.05,0.45
2002.0,0,60,0.22,0.17,0.0,0.06,0.45
2012.0,8,456,0.21,0.16,0.02,0.07,0.45
2012.0,10,494,0.39,0.03,0.0,0.03,0.45
2011.0,2,526,0.13,0.21,0.07,0.03,0.45
2007.0,8,545,0.32,0.11,0.0,0.02,0.45
2008.0,3,525,0.41,0.01,0.0,0.03,0.45
2006.0,10,138,0.38,0.01,0.0,0.06,0.45
2014.0,0,525,0.14,0.26,0.0,0.05,0.45
2008.0,3,275,0.42,0.0,0.0,0.03,0.45
2011.0,10,494,0.4,0.03,0.0,0.03,0.45
2008.0,8,21,0.3,0.11,0.0,0.04,0.45
1985.0,5,21,0.42,0.03,0.0,0.0,0.45
1998.0,10,10,0.25,0.17,0.0,0.03,0.45
2005.0,8,325,0.22,0.17,0.0,0.06,0.45
1998.0,10,347,0.0,0.0,0.42,0.03,0.45
2007.0,6,446,0.12,0.28,0.0,0.05,0.45
2004.0,10,138,0.22,0.17,0.0,0.06,0.45
2008.0,2,325,0.26,0.15,0.0,0.04,0.45
2003.0,8,21,0.34,0.1,0.0,0.02,0.45
2007.0,11,288,0.39,0.02,0.0,0.03,0.45
1981.0,9,53,0.42,0.02,0.0,0.0,0.45
2010.0,0,21,0.26,0.13,0.0,0.06,0.45
2011.0,8,549,0.3,0.11,0.01,0.04,0.45
2007.0,3,525,0.41,0.01,0.0,0.03,0.45
2016.0,8,138,0.17,0.21,0.0,0.07,0.45
2009.0,3,292,0.42,0.0,0.0,0.03,0.45
2015.0,10,275,0.08,0.18,0.15,0.05,0.45
1998.0,0,21,0.25,0.17,0.0,0.03,0.45
2009.0,0,21,0.27,0.14,0.0,0.04,0.45
2009.0,10,275,0.09,0.26,0.05,0.05,0.45
2004.0,3,275,0.32,0.12,0.0,0.01,0.45
2009.0,3,456,0.11,0.26,0.0,0.08,0.45
2013.0,7,347,0.0,0.0,0.45,0.0,0.45
2009.0,0,359,0.1,0.02,0.32,0.01,0.45
2001.0,10,275,0.0,0.0,0.45,0.0,0.45
2015.0,0,347,0.08,0.22,0.1,0.05,0.45
2003.0,0,488,0.22,0.17,0.0,0.06,0.45
1993.0,2,492,0.0,0.0,0.45,0.0,0.45
1998.0,0,177,0.36,0.08,0.0,0.01,0.45
2000.0,5,359,0.36,0.08,0.0,0.01,0.45
2008.0,7,53,0.19,0.13,0.07,0.06,0.45
2009.0,9,275,0.26,0.14,0.0,0.04,0.45
2014.0,10,138,0.09,0.33,0.0,0.03,0.45
2007.0,9,525,0.41,0.01,0.0,0.03,0.45
2007.0,0,21,0.41,0.0,0.0,0.03,0.45
2001.0,2,241,0.32,0.12,0.0,0.01,0.45
2006.0,7,500,0.22,0.03,0.0,0.2,0.45
1995.0,7,55,0.0,0.0,0.42,0.03,0.45
2009.0,3,21,0.21,0.19,0.0,0.05,0.45
2012.0,2,347,0.26,0.14,0.01,0.04,0.45
2004.0,6,488,0.32,0.12,0.0,0.01,0.45
2008.0,0,446,0.16,0.24,0.0,0.05,0.45
2007.0,0,53,0.42,0.02,0.0,0.0,0.45
1995.0,0,347,0.0,0.0,0.42,0.03,0.45
2007.0,0,275,0.25,0.16,0.0,0.04,0.45
2009.0,3,456,0.0,0.06,0.0,0.39,0.45
2010.0,8,456,0.17,0.13,0.06,0.08,0.45
1999.0,7,463,0.0,0.0,0.42,0.03,0.45
2008.0,3,126,0.09,0.02,0.0,0.34,0.45
2009.0,10,138,0.4,0.02,0.0,0.03,0.45
2004.0,0,500,0.04,0.03,0.36,0.01,0.45
2007.0,10,21,0.36,0.05,0.0,0.05,0.45
1994.0,10,456,0.25,0.17,0.0,0.03,0.45
2005.0,2,488,0.34,0.1,0.0,0.02,0.45
2010.0,10,6,0.38,0.04,0.0,0.03,0.45
2007.0,11,488,0.04,0.26,0.0,0.14,0.45
2004.0,10,138,0.35,0.09,0.0,0.01,0.45
1987.0,8,53,0.42,0.02,0.0,0.0,0.45
2004.0,2,488,0.35,0.09,0.0,0.01,0.45
2005.0,0,465,0.13,0.0,0.31,0.01,0.45
2003.0,6,17,0.36,0.07,0.0,0.01,0.45
2000.0,6,137,0.25,0.17,0.0,0.03,0.45
2002.0,6,138,0.22,0.17,0.0,0.06,0.45
1996.0,7,275,0.14,0.09,0.19,0.03,0.45
2015.0,10,359,0.13,0.16,0.13,0.03,0.45
2008.0,10,138,0.18,0.22,0.0,0.05,0.45
1981.0,0,507,0.42,0.03,0.0,0.0,0.45
2004.0,0,488,0.22,0.17,0.0,0.06,0.45
2004.0,10,359,0.32,0.12,0.0,0.01,0.45
2008.0,4,545,0.11,0.22,0.0,0.12,0.45
2009.0,3,275,0.24,0.16,0.0,0.04,0.45
2009.0,9,6,0.42,0.0,0.0,0.03,0.45
2013.0,3,525,0.3,0.11,0.0,0.04,0.45
2004.0,3,275,0.22,0.17,0.0,0.06,0.44
2013.0,8,6,0.21,0.15,0.0,0.08,0.44
2006.0,10,462,0.37,0.01,0.0,0.06,0.44
2005.0,3,456,0.37,0.01,0.0,0.06,0.44
2005.0,10,275,0.06,0.33,0.02,0.03,0.44
1999.0,10,138,0.42,0.02,0.0,0.0,0.44
2004.0,0,275,0.22,0.17,0.0,0.06,0.44
2005.0,3,488,0.37,0.01,0.0,0.06,0.44
2015.0,0,126,0.19,0.21,0.0,0.04,0.44
2009.0,5,549,0.3,0.11,0.0,0.04,0.44
2002.0,1,545,0.22,0.17,0.0,0.06,0.44
2015.0,0,126,0.2,0.21,0.0,0.04,0.44
2004.0,0,21,0.22,0.17,0.0,0.06,0.44
2005.0,7,21,0.3,0.12,0.0,0.02,0.44
2009.0,3,347,0.41,0.0,0.0,0.03,0.44
2012.0,0,21,0.28,0.13,0.0,0.04,0.44
2013.0,0,120,0.14,0.2,0.03,0.08,0.44
2004.0,9,138,0.4,0.01,0.02,0.0,0.44
2003.0,0,138,0.22,0.17,0.0,0.06,0.44
2006.0,0,138,0.33,0.1,0.0,0.02,0.44
2013.0,0,85,0.26,0.13,0.01,0.04,0.44
2016.0,8,138,0.26,0.15,0.0,0.04,0.44
1996.0,10,347,0.0,0.0,0.41,0.03,0.44
2002.0,10,138,0.35,0.08,0.0,0.01,0.44
2005.0,8,138,0.37,0.01,0.0,0.06,0.44
2009.0,0,126,0.19,0.2,0.0,0.05,0.44
2009.0,0,109,0.25,0.15,0.0,0.04,0.44
2005.0,0,545,0.33,0.1,0.0,0.02,0.44
2003.0,4,359,0.0,0.0,0.43,0.01,0.44
1997.0,8,164,0.25,0.17,0.0,0.03,0.44
2011.0,6,138,0.18,0.22,0.0,0.04,0.44
1999.0,6,466,0.07,0.05,0.3,0.03,0.44
2012.0,0,500,0.19,0.1,0.11,0.05,0.44
2011.0,8,525,0.28,0.12,0.0,0.04,0.44
2006.0,0,288,0.33,0.1,0.0,0.02,0.44
2008.0,3,525,0.1,0.29,0.0,0.05,0.44
2007.0,3,525,0.4,0.01,0.0,0.03,0.44
2007.0,8,494,0.36,0.04,0.01,0.04,0.44
2005.0,8,347,0.0,0.0,0.44,0.0,0.44
2000.0,5,347,0.25,0.17,0.0,0.03,0.44
